UID	LAST NAME	LAST NAME UD	FIRST NAME	FIRST NAME UD	ALIASES	ALIASES UD	ALTERNATIVE SPELLING	ALTERNATIVE SPELLING UD	CATEGORY	CATEGORY UD	TITLE	TITLE UD	SUB CATEGORY	SUB CATEGORY UD	POSITION	POSITION UD	AGE	AGE UD	DOB	DOB UD	PLACE OF BIRTH	PLAVE OF BIRTH UD	DECEASED	DECEASED UD	PASSPORTS	PASSPORTS UD	SSN	SSN UD	LOCATIONS	LOCATIONS UD	COUNTRIES	COUNTRIES UD	COMPANIES	COMPANIES UD	E/I	E/I UD	LINKED TO	LINKED TO UD	FURTHER INFORMATION	FURTHER INFORMATION UD	KEYWORDS	KEYWORDS UD	EXTERNAL SOURCES	EXTERNAL SOURCES UD	ENTERED	ENTERED UD	UPDATED	UPDATED UD	EDITOR	EDITOR UD	AGE DATE	AGE DATE UD
PEP4872	Sesay, Ibrahim Kemoh				Sesay, Ibrahim Kemoh				Individual/pep				PEP		NHNN																Sierra Leone										NHNN											
PEP4873	Sesay, Sam				Sesay, Sam				Individual/pep				PEP		NHNN																Sierra Leone										NHNN											
PEP4874	Sesay, Shehu Sambadeen				Sesay, Shehu Sambadeen				Individual/pep				PEP		NHNN																Sierra Leone										NHNN											
PEP4875	Sessenou, Fiatuwo Kwadjo				Sessenou, Fiatuwo Kwadjo				Individual/pep				PEP		NHNN																Togo										NHNN											
PEP4876	Sester, Sven				Sester, Sven				Individual/pep				PEP		NHNN																Estonia										NHNN											
PEP4877	Sesungkur, Sudhir				Sesungkur, Sudhir				Individual/pep				PEP		NHNN																Mauritius										NHNN											
PEP4878	Sesztak, Miklos				Sesztak, Miklos				Individual/pep				PEP		NHNN																Hungary										NHNN											
PEP4879	Setipa, Joshua				Setipa, Joshua				Individual/pep				PEP		NHNN																Lesotho										NHNN											
PEP4880	Setrowidjojo, Hendrik				Setrowidjojo, Hendrik				Individual/pep				PEP		NHNN																Suriname										NHNN											
PEP4881	Sevilla Borja, Horacio				Sevilla Borja, Horacio				Individual/pep				PEP		NHNN																Ecuador										NHNN											
PEP4882	Sevinger, Benny				Sevinger, Benny				Individual/pep				PEP		NHNN																Aruba										NHNN											
PEP4883	Sey, Omar				Sey, Omar				Individual/pep				PEP		NHNN																Gambia, The										NHNN											
PEP4884	Shabangu, Susan				Shabangu, Susan				Individual/pep				PEP		NHNN																South Africa										NHNN											
PEP4885	Shabib Bin Taymur Al Said				Shabib Bin Taymur Al Said				Individual/pep				PEP		NHNN																Oman										NHNN											
PEP4886	Shafranskyy, Viktor				Shafranskyy, Viktor				Individual/pep				PEP		NHNN																Ukraine										NHNN											
PEP4887	Shahi, Jeevan Bahadur				Shahi, Jeevan Bahadur				Individual/pep				PEP		NHNN																Nepal										NHNN											
PEP4888	Shahidan Kassim				Shahidan Kassim				Individual/pep				PEP		NHNN																Malaysia										NHNN											
PEP4889	Shahidi, Mohammad Ali				Shahidi, Mohammad Ali				Individual/pep				PEP		NHNN																Iran										NHNN											
PEP4890	Shainee, Mohamed				Shainee, Mohamed				Individual/pep				PEP		NHNN																Maldives										NHNN											
PEP4891	Shaked, Ayelet				Shaked, Ayelet				Individual/pep				PEP		NHNN																Israel										NHNN											
PEP4892	Shaker, Mohamed				Shaker, Mohamed				Individual/pep				PEP		NHNN																Egypt										NHNN											
PEP4893	Shala, Kujtim				Shala, Kujtim				Individual/pep				PEP		NHNN																Kosovo										NHNN											
PEP4894	Shamenda, Fackson				Shamenda, Fackson				Individual/pep				PEP		NHNN																Zambia										NHNN											
PEP4895	Shamko, Aleksandr				Shamko, Aleksandr				Individual/pep				PEP		NHNN																Belarus										NHNN											
PEP4896	Shaningwe, Sophia				Shaningwe, Sophia				Individual/pep				PEP		NHNN																Namibia										NHNN											
PEP4897	Shanmugam, K.				Shanmugam, K.				Individual/pep				PEP		NHNN																Singapore										NHNN											
PEP4898	Shanmugam, K.				Shanmugam, K.				Individual/pep				PEP		NHNN																Singapore										NHNN											
PEP4899	Shanmugaratnam, Tharman				Shanmugaratnam, Tharman				Individual/pep				PEP		NHNN																Singapore										NHNN											
PEP4900	Shanmugaratnam, Tharman				Shanmugaratnam, Tharman				Individual/pep				PEP		NHNN																Singapore										NHNN											
PEP4901	Shanmugaratnam, Tharman				Shanmugaratnam, Tharman				Individual/pep				PEP		NHNN																Singapore										NHNN											
PEP4902	Shareef, Adam				Shareef, Adam				Individual/pep				PEP		NHNN																Maldives										NHNN											
PEP4903	Shariat-Madari, Mohammad				Shariat-Madari, Mohammad				Individual/pep				PEP		NHNN																Iran										NHNN											
PEP4904	Sharif, Mohammad Nawaz				Sharif, Mohammad Nawaz				Individual/pep				PEP		NHNN																Pakistan										NHNN											
PEP4905	Sharif, Mohammad Nawaz				Sharif, Mohammad Nawaz				Individual/pep				PEP		NHNN																Pakistan										NHNN											
PEP4906	Sharif, Mohammad Nawaz				Sharif, Mohammad Nawaz				Individual/pep				PEP		NHNN																Pakistan										NHNN											
PEP4907	Sharif, Shamsur Rahman				Sharif, Shamsur Rahman				Individual/pep				PEP		NHNN																Bangladesh										NHNN											
PEP4908	Sharifov, Abid				Sharifov, Abid				Individual/pep				PEP		NHNN																Azerbaijan										NHNN											
PEP4909	Sharifov, Samir				Sharifov, Samir				Individual/pep				PEP		NHNN																Azerbaijan										NHNN											
PEP4910	Sharma, Mahesh				Sharma, Mahesh				Individual/pep				PEP		NHNN																India										NHNN											
PEP4911	Sharma, Mahesh				Sharma, Mahesh				Individual/pep				PEP		NHNN																India										NHNN											
PEP4912	Sharmarke, Omar Abdirashid Ali				Sharmarke, Omar Abdirashid Ali				Individual/pep				PEP		NHNN																Somalia										NHNN											
PEP4913	Shava, Frederick Musiiwa Makamure				Shava, Frederick Musiiwa Makamure				Individual/pep				PEP		NHNN																Zimbabwe										NHNN											
PEP4914	Shaw, Audley Fitz-Albert				Shaw, Audley Fitz-Albert				Individual/pep				PEP		NHNN																Jamaica										NHNN											
PEP4915	Shaykh Al-Fadhl Bin Muhammad Bin Ahmad Al-Harthi				Shaykh Al-Fadhl Bin Muhammad Bin Ahmad Al-Harthi				Individual/pep				PEP		NHNN																Oman										NHNN											
PEP4916	Shchetkina, Marianna				Shchetkina, Marianna				Individual/pep				PEP		NHNN																Belarus										NHNN											
PEP4917	Sheikh, Hussein Mohamed				Sheikh, Hussein Mohamed				Individual/pep				PEP		NHNN																Somalia										NHNN											
PEP4918	Shein, Ali Mohamed				Shein, Ali Mohamed				Individual/pep				PEP		NHNN																Tanzania										NHNN											
PEP4919	Shekarabi, Ardalan				Shekarabi, Ardalan				Individual/pep				PEP		NHNN																Sweden										NHNN											
PEP4920	Sheu Yu-Jer				Sheu Yu-Jer				Individual/pep				PEP		NHNN																Taiwan										NHNN											
PEP4921	Sheyab, Mahmoud				Sheyab, Mahmoud				Individual/pep				PEP		NHNN																Jordan										NHNN											
PEP4922	Shiferaw Shigute				Shiferaw Shigute				Individual/pep				PEP		NHNN																Ethiopia										NHNN											
PEP4923	Shiferaw Teklemariam				Shiferaw Teklemariam				Individual/pep				PEP		NHNN																Ethiopia										NHNN											
PEP4924	Shifeta, Pohamba				Shifeta, Pohamba				Individual/pep				PEP		NHNN																Namibia										NHNN											
PEP4925	Shih Jun-Ji				Shih Jun-Ji				Individual/pep				PEP		NHNN																Taiwan										NHNN											
PEP4926	Shih Keh-Her				Shih Keh-Her				Individual/pep				PEP		NHNN																Taiwan										NHNN											
PEP4927	Shih Ning-Jye				Shih Ning-Jye				Individual/pep				PEP		NHNN																Taiwan										NHNN											
PEP4928	Shiham, Aishath				Shiham, Aishath				Individual/pep				PEP		NHNN																Maldives										NHNN											
PEP4929	Shiimi, Ipumbu Wendelinus				Shiimi, Ipumbu Wendelinus				Individual/pep				PEP		NHNN																Namibia										NHNN											
PEP4930	Shingiro, Albert				Shingiro, Albert				Individual/pep				PEP		NHNN																Burundi										NHNN											
PEP4931	Shiozaki, Yasuhisa				Shiozaki, Yasuhisa				Individual/pep				PEP		NHNN																Japan										NHNN											
PEP4932	Shiraliyev, Oqtay				Shiraliyev, Oqtay				Individual/pep				PEP		NHNN																Azerbaijan										NHNN											
PEP4933	Shittu, Adebayo				Shittu, Adebayo				Individual/pep				PEP		NHNN																Nigeria										NHNN											
PEP4934	Shohmurod, Rustam				Shohmurod, Rustam				Individual/pep				PEP		NHNN																Tajikistan										NHNN											
PEP4935	Shorets, Andrey				Shorets, Andrey				Individual/pep				PEP		NHNN																Belarus										NHNN											
PEP4936	Shoukry, Sameh Hassan				Shoukry, Sameh Hassan				Individual/pep				PEP		NHNN																Egypt										NHNN											
PEP4937	Shoygu, Sergey Kuzhugetovich				Shoygu, Sergey Kuzhugetovich				Individual/pep				PEP		NHNN																Russia										NHNN											
PEP4938	Shukayr, Ayman				Shukayr, Ayman				Individual/pep				PEP		NHNN																Lebanon										NHNN											
PEP4939	Shunevich, Igor				Shunevich, Igor				Individual/pep				PEP		NHNN																Belarus										NHNN											
PEP4940	Shuraym, Izzi				Shuraym, Izzi				Individual/pep				PEP		NHNN																Yemen										NHNN											
PEP4941	Shuvalov, Igor Ivanovich				Shuvalov, Igor Ivanovich				Individual/pep				PEP		NHNN																Russia										NHNN											
PEP4942	Shweikah, Majd				Shweikah, Majd				Individual/pep				PEP		NHNN																Jordan										NHNN											
PEP4943	Shyr Shyr-Hau				Shyr Shyr-Hau				Individual/pep				PEP		NHNN																Taiwan										NHNN											
PEP4944	Siala, Muhammad al-Tahir Hammuda				Siala, Muhammad al-Tahir Hammuda				Individual/pep				PEP		NHNN																Libya										NHNN											
PEP4945	Siamunene, Richwell				Siamunene, Richwell				Individual/pep				PEP		NHNN																Zambia										NHNN											
PEP4946	Sidael Moctar, Isselmou Ould				Sidael Moctar, Isselmou Ould				Individual/pep				PEP		NHNN																Mauritania										NHNN											
PEP4947	Sidibe, Konimba				Sidibe, Konimba				Individual/pep				PEP		NHNN																Mali										NHNN											
PEP4948	Sidibe, Saidou				Sidibe, Saidou				Individual/pep				PEP		NHNN																Niger										NHNN											
PEP4949	Sihamoni, Norodom				Sihamoni, Norodom				Individual/pep				PEP		NHNN																Cambodia										NHNN											
PEP4950	Sikic, Nada				Sikic, Nada				Individual/pep				PEP		NHNN																Croatia										NHNN											
PEP4951	Sileck, Asseid Gamar				Sileck, Asseid Gamar				Individual/pep				PEP		NHNN																Chad										NHNN											
PEP4952	Sileira, Maria do Carmo Trovoada				Sileira, Maria do Carmo Trovoada				Individual/pep				PEP		NHNN																Sao Tome and Principe										NHNN											
PEP4953	Sileshi Getahun				Sileshi Getahun				Individual/pep				PEP		NHNN																Ethiopia										NHNN											
PEP4954	Silk, John				Silk, John				Individual/pep				PEP		NHNN																Marshall Islands										NHNN											
PEP4955	Siluanov, Anton Germanovich				Siluanov, Anton Germanovich				Individual/pep				PEP		NHNN																Russia										NHNN											
PEP4956	Silva, Afonso da Graca Varela da				Silva, Afonso da Graca Varela da				Individual/pep				PEP		NHNN																Sao Tome and Principe										NHNN											
PEP4957	Silva, Augusto Santos				Silva, Augusto Santos				Individual/pep				PEP		NHNN																Portugal										NHNN											
PEP4958	Silva, Estanislau da				Silva, Estanislau da				Individual/pep				PEP		NHNN																Timor-Leste										NHNN											
PEP4959	Silva, Eunice				Silva, Eunice				Individual/pep				PEP		NHNN																Cabo Verde										NHNN											
PEP4960	Silva, Gilberto				Silva, Gilberto				Individual/pep				PEP		NHNN																Cabo Verde										NHNN											
PEP4961	Silva, Nimal Siripala de				Silva, Nimal Siripala de				Individual/pep				PEP		NHNN																Sri Lanka										NHNN											
PEP4962	Simao, Mpinda				Simao, Mpinda				Individual/pep				PEP		NHNN																Angola										NHNN											
PEP4963	Simatab, Jim				Simatab, Jim				Individual/pep				PEP		NHNN																Papua New Guinea										NHNN											
PEP4964	Simati, Aunese Makoi				Simati, Aunese Makoi				Individual/pep				PEP		NHNN																Tuvalu										NHNN											
PEP4965	Simati, Aunese Makoi				Simati, Aunese Makoi				Individual/pep				PEP		NHNN																Tuvalu										NHNN											
PEP4966	Simbachawene, George Boniface				Simbachawene, George Boniface				Individual/pep				PEP		NHNN																Tanzania										NHNN											
PEP4967	Simbyakula, Ngosa				Simbyakula, Ngosa				Individual/pep				PEP		NHNN																Zambia										NHNN											
PEP4968	Simicsko, Istvan				Simicsko, Istvan				Individual/pep				PEP		NHNN																Hungary										NHNN											
PEP4969	Simina, Wesley W.				Simina, Wesley W.				Individual/pep				PEP		NHNN																Micronesia, Federated States of										NHNN											
PEP4970	Simovic, Milutin				Simovic, Milutin				Individual/pep				PEP		NHNN																Montenegro										NHNN											
PEP4971	Simovic, Milutin				Simovic, Milutin				Individual/pep				PEP		NHNN																Montenegro										NHNN											
PEP4972	Simsek, Mehmet				Simsek, Mehmet				Individual/pep				PEP		NHNN																Turkey										NHNN											
PEP4973	Simson, Kadri				Simson, Kadri				Individual/pep				PEP		NHNN																Estonia										NHNN											
PEP4974	Sinatambou, Etienne				Sinatambou, Etienne				Individual/pep				PEP		NHNN																Mauritius										NHNN											
PEP4975	Sinatambou, Etienne				Sinatambou, Etienne				Individual/pep				PEP		NHNN																Mauritius										NHNN											
PEP4976	Sinckler, Christopher				Sinckler, Christopher				Individual/pep				PEP		NHNN																Barbados										NHNN											
PEP4977	Sindimwo, Gaston				Sindimwo, Gaston				Individual/pep				PEP		NHNN																Burundi										NHNN											
PEP4978	Singh, Arun Kumar				Singh, Arun Kumar				Individual/pep				PEP		NHNN																India										NHNN											
PEP4979	Singh, Chaudhary Birender				Singh, Chaudhary Birender				Individual/pep				PEP		NHNN																India										NHNN											
PEP4980	Singh, Ganga				Singh, Ganga				Individual/pep				PEP		NHNN																Trinidad and Tobago										NHNN											
PEP4981	Singh, Jitendra				Singh, Jitendra				Individual/pep				PEP		NHNN																India										NHNN											
PEP4982	Singh, Radha Mohan				Singh, Radha Mohan				Individual/pep				PEP		NHNN																India										NHNN											
PEP4983	Singh, Rajnath				Singh, Rajnath				Individual/pep				PEP		NHNN																India										NHNN											
PEP4984	Singhateh, Mama Fatima				Singhateh, Mama Fatima				Individual/pep				PEP		NHNN																Gambia, The										NHNN											
PEP4985	Sinha, Manoj				Sinha, Manoj				Individual/pep				PEP		NHNN																India										NHNN											
PEP4986	Sinirlioglu, Feridun Hadi				Sinirlioglu, Feridun Hadi				Individual/pep				PEP		NHNN																Turkey										NHNN											
PEP4987	Sinkevicius, Mindaugas				Sinkevicius, Mindaugas				Individual/pep				PEP		NHNN																Lithuania										NHNN											
PEP4988	Sinodinos, Arthur				Sinodinos, Arthur				Individual/pep				PEP		NHNN																Australia										NHNN											
PEP4989	Sioka, Doreen				Sioka, Doreen				Individual/pep				PEP		NHNN																Namibia										NHNN											
PEP4990	Sipila, Juha				Sipila, Juha				Individual/pep				PEP		NHNN																Finland										NHNN											
